20210314T0000,-2.6333718,10.799999,216.8699
20210314T0100,-2.9033718,16.1198,203.70265
20210314T0200,-2.6033719,21.734581,206.56505
20210314T0300,-3.2233717,25.582806,219.28941
20210314T0400,-3.533372,26.072052,234.55429
20210314T0500,-2.4033718,33.092598,261.8699
20210314T0600,-1.3333716,40.98312,288.43494
20210314T0700,-2.2233717,50.11246,307.11685
20210314T0800,-2.0233717,16.394829,250.76932
20210314T0900,0.13662827,29.01743,281.44934
20210314T1000,0.14662829,39.88371,300.96375
20210314T1100,-0.09337172,50.33438,310.06793
20210314T1200,-1.0433717,56.35466,311.63354
20210314T1300,-1.6033717,58.96202,310.79102
20210314T1400,-1.9233717,61.58105,310.02002
20210314T1500,-3.4733717,63.532608,311.0943
20210314T1600,-4.2133718,64.15681,314.09064
20210314T1700,-4.7933717,64.97276,317.47006
20210314T1800,-5.0833716,66.42171,319.8366
20210314T1900,-6.2133718,66.09603,323.1925
20210314T2000,-5.8333716,64.3444,330.13586
20210314T2100,-5.943372,61.45148,336.88956
20210314T2200,-6.493372,56.689426,337.9959
20210314T2300,-7.2533717,52.234745,336.43848
20210315T0000,-7.7933717,47.3465,334.7989
20210315T0100,-8.433372,48.98778,330.9863
20210315T0200,-9.513371,52.29426,329.37445
20210315T0300,-11.193372,60.072556,328.97736
20210315T0400,-12.763371,63.59275,329.37
20210315T0500,-13.943372,64.65684,330.29468
20210315T0600,-13.873372,66.05289,331.33972
20210315T0700,-14.343371,66.05289,331.33972
20210315T0800,-15.673372,55.942654,328.15097
20210315T0900,-15.313372,58.424343,327.58295
20210315T1000,-14.983372,61.803726,329.5514
20210315T1100,-14.433372,57.66409,331.67505
20210315T1200,-13.423372,56.35466,332.61652
20210315T1300,-12.513371,53.00931,331.17218
20210315T1400,-11.703372,50.071064,328.8243
20210315T1500,-11.323372,48.325893,326.5467
20210315T1600,-11.383371,49.931103,325.27875
20210315T1700,-11.9733715,52.4378,324.7824
20210315T1800,-12.293372,53.620667,325.6698
20210315T1900,-12.503372,45.872814,328.80493
20210315T2000,-13.113372,42.664177,328.45587
20210315T2100,-13.443372,38.141315,326.15994
20210315T2200,-13.443372,37.162045,324.46234
20210315T2300,-13.183372,35.572662,324.0579
20210316T0000,-13.263371,33.772907,324.10733
20210316T0100,-13.163372,28.673721,321.1155
20210316T0200,-13.333372,27.295977,318.74298
20210316T0300,-13.463372,24.29133,320.41187
20210316T0400,-13.483372,19.64228,318.7153
20210316T0500,-13.543372,15.530151,315.9392
20210316T0600,-13.593371,12.984975,313.8767
20210316T0700,-13.653372,11.753876,310.03027
20210316T0800,-14.063372,6.9899354,281.88867
20210316T0900,-9.113372,7.2805495,278.53076
20210316T1000,-6.4833717,8.64,270.0
20210316T1100,-5.263372,10.495713,264.09387
20210316T1200,-4.183372,12.57426,256.7595
20210316T1300,-3.1533718,14.658676,245.32315
20210316T1400,-2.2133718,17.174677,236.97614
20210316T1500,-1.4233717,19.513195,232.49585
20210316T1600,-0.83337176,20.188908,230.06363
20210316T1700,-0.42337173,19.61587,227.23117
20210316T1800,-0.71337175,16.870138,219.80557
20210316T1900,-2.6433718,13.779114,199.85521
20210316T2000,-3.1433718,11.966953,186.91122
20210316T2100,-3.1133718,10.086427,182.04541
20210316T2200,-3.1933718,8.64,180.0
20210316T2300,-3.2633717,7.2359104,185.71059
20210317T0000,-3.4433718,6.489992,199.44003
20210317T0100,-3.7033718,6.4096174,218.15723
20210317T0200,-3.8733718,6.638072,229.39871
20210317T0300,-3.9733717,6.6087217,240.64226
20210317T0400,-4.0233717,6.151683,249.44395
20210317T0500,-4.033372,5.5887027,255.06857
20210317T0600,-4.0133715,5.2416787,254.0546
20210317T0700,-3.9433718,5.2416787,254.0546
20210317T0800,-5.823372,4.6800003,292.61987
20210317T0900,-1.0233717,3.9763298,275.19443
20210317T1000,1.5066283,4.73506,261.25385
20210317T1100,3.9566283,5.315336,241.69925
20210317T1200,5.276628,7.653705,221.18593
20210317T1300,5.446628,11.298495,210.65067
20210317T1400,5.9766283,14.336861,208.49564
20210317T1500,6.386628,16.610792,209.8989
20210317T1600,6.446628,18.043148,208.61046
20210317T1700,6.056628,18.35647,205.55997
20210317T1800,4.256628,16.418526,195.25513
20210317T1900,1.9366282,16.263872,185.0796
20210317T2000,0.8266283,15.119999,180.0
20210317T2100,0.19662827,13.698934,176.98721
20210317T2200,0.69662833,12.324414,173.29016
20210317T2300,0.88662827,11.570515,174.64418
20210318T0000,1.2266283,13.339445,183.09406
20210318T0100,1.3666283,14.494192,194.3814
20210318T0200,1.3666283,15.256526,199.29004
20210318T0300,1.4966283,17.654688,200.28256
20210318T0400,1.7466283,20.140705,204.27444
20210318T0500,1.9666282,22.782625,211.42957
20210318T0600,1.9366282,22.26768,214.46082
20210318T0700,1.9566282,21.599998,216.8699
20210318T0800,1.0766283,9.957108,220.60129
20210318T0900,2.3866282,11.709688,225.0
20210318T1000,3.0666282,11.720751,227.48956
20210318T1100,3.6166282,10.97262,228.9909
20210318T1200,4.1866283,9.449572,229.63547
20210318T1300,5.136628,8.534353,242.35403
20210318T1400,6.066628,8.287822,267.51044
20210318T1500,6.056628,11.753877,297.34985
20210318T1600,6.1066284,15.815435,318.6914
20210318T1700,5.806628,18.681883,334.91644
20210318T1800,5.076628,21.313093,344.3205
20210318T1900,3.696628,24.648829,353.29016
20210318T2000,2.6166282,26.28,360.0
20210318T2100,1.5566283,28.943642,5.7105865
20210318T2200,0.2066283,30.36403,10.244095
20210318T2300,-1.2233717,31.435646,13.240509
20210319T0000,-2.783372,36.247547,15.554565
20210319T0100,-4.0633717,38.37843,16.905151
20210319T0200,-4.2933717,40.654503,16.99083
20210319T0300,-4.173372,41.792576,17.030151
20210319T0400,-4.3733716,40.870705,17.956161
20210319T0500,-4.823372,41.448494,17.175888
20210319T0600,-5.203372,41.12517,13.67131
20210319T0700,-5.423372,38.768173,10.162079
20210319T0800,-7.923372,31.012281,3.3273926
20210319T0900,-6.703372,34.247337,356.98724
20210319T1000,-5.653372,35.50155,353.59564
20210319T1100,-4.5833716,35.945957,352.51913
20210319T1200,-3.553372,35.945957,352.51913
20210319T1300,-2.5033717,36.302925,352.59308
20210319T1400,-1.6333717,36.516495,350.35196
20210319T1500,-0.93337166,35.02561,347.5351
20210319T1600,-0.58337176,33.790176,345.81573
20210319T1700,-0.6733717,31.006012,344.5115
20210319T1800,-1.2833717,25.729298,342.07208
20210319T1900,-4.053372,15.827721,342.80148
20210319T2000,-4.783372,11.631956,338.1986
20210319T2100,-5.193372,8.587338,326.97614
20210319T2200,-5.383372,7.386582,313.0251
20210319T2300,-5.513372,8.0899935,302.27563
20210320T0000,-5.493372,8.089993,290.85446
20210320T0100,-5.443372,7.9932976,277.76517
20210320T0200,-5.3733716,8.311245,265.03027
20210320T0300,-5.3133717,9.255571,256.50427
20210320T0400,-5.283372,10.24578,251.56506
20210320T0500,-5.2533717,11.631956,248.1986
20210320T0600,-5.2133718,12.245293,245.69547
20210320T0700,-4.933372,13.53236,241.38954
20210320T0800,-4.303372,9.659814,243.43495
20210320T0900,-1.0833718,12.181624,235.8403
20210320T1000,1.2066283,14.689588,233.97263
20210320T1100,3.2666283,16.299694,239.47029
20210320T1200,4.9566283,16.78156,247.28558
20210320T1300,6.406628,18.584509,261.08508
20210320T1400,7.346628,19.852295,274.15967
